Id Commande,Date Commande,Id Client,Id Magasin,Statut Commande,Total HT Commande,Id Produit,Quantite,Prix Unitaire,Taux Remise,Sous-Total Produit,Id Facture,Date Comptable,Montant Facture TTC,Statut Paiement Facture
CMD000366,2025-02-22,C00341,S001,Livrée,1320.26,P00007,4,81.79,0.0,327.16,F000366,2025-02-23,1584.31,Payée
CMD000366,2025-02-22,C00341,S001,Livrée,1320.26,P00045,3,58.67,0.0,176.01,F000366,2025-02-23,1584.31,Payée
CMD000367,2024-03-27,C00489,S002,Annulée,1575.18,P00090,12,145.85,10.0,1575.18,,,,
CMD000368,2024-10-19,C01087,S002,En cours,2092.78,P00150,7,122.36,10.0,770.87,,,,
CMD000368,2024-10-19,C01087,S002,En cours,2092.78,P00025,4,104.62,0.0,418.48,,,,
CMD000368,2024-10-19,C01087,S002,En cours,2092.78,P00059,1,60.52,0.0,60.52,,,,
CMD000368,2024-10-19,C01087,S002,En cours,2092.78,P00096,9,25.37,10.0,205.5,,,,
CMD000368,2024-10-19,C01087,S002,En cours,2092.78,P00137,12,59.02,10.0,637.42,,,,
CMD000372,2024-01-24,C00723,S001,Livrée,694.8,P00129,10,77.2,10.0,694.8,F000372,2024-01-25,833.76,Payée
CMD000375,2024-12-25,C00641,S004,Livrée,2510.56,P00006,11,107.4,10.0,1063.26,F000375,2024-12-26,3012.67,Payée
CMD000375,2024-12-25,C00641,S004,Livrée,2510.56,P00017,5,30.03,0.0,150.15,F000375,2024-12-26,3012.67,Payée
CMD000375,2024-12-25,C00641,S004,Livrée,2510.56,P00129,12,77.2,10.0,833.76,F000375,2024-12-26,3012.67,Payée
CMD000375,2024-12-25,C00641,S004,Livrée,2510.56,P00101,3,9.5,0.0,28.5,F000375,2024-12-26,3012.67,Payée
CMD000375,2024-12-25,C00641,S004,Livrée,2510.56,P00105,9,53.69,10.0,434.89,F000375,2024-12-26,3012.67,Payée
CMD000377,2025-12-13,C00438,S002,Annulée,669.84,P00025,5,104.62,0.0,523.1,,,,
CMD000377,2025-12-13,C00438,S002,Annulée,669.84,P00133,2,73.37,0.0,146.74,,,,
CMD000378,2025-10-16,C00613,S005,En cours,1260.99,P00094,10,140.11,10.0,1260.99,,,,
CMD000384,2024-10-05,C00431,S001,Annulée,973.62,P00095,6,68.83,10.0,371.68,,,,
CMD000384,2024-10-05,C00431,S001,Annulée,973.62,P00082,8,19.62,10.0,141.26,,,,
CMD000384,2024-10-05,C00431,S001,Annulée,973.62,P00061,6,85.31,10.0,460.67,,,,
CMD000385,2025-01-11,C00789,S002,Annulée,1684.2,P00061,5,85.31,0.0,426.55,,,,
CMD000385,2025-01-11,C00789,S002,Annulée,1684.2,P00143,12,111.71,10.0,1206.47,,,,
CMD000385,2025-01-11,C00789,S002,Annulée,1684.2,P00131,2,25.59,0.0,51.18,,,,
CMD000386,2024-07-21,C00523,S003,Annulée,256.71,P00048,11,25.93,10.0,256.71,,,,
CMD000387,2025-05-06,C00072,S002,Livrée,1011.12,P00033,9,124.83,10.0,1011.12,F000387,2025-05-07,1213.35,Payée
CMD000388,2024-08-21,C01018,S004,En cours,1222.59,P00071,10,36.96,10.0,332.64,,,,
CMD000388,2024-08-21,C01018,S004,En cours,1222.59,P00087,3,135.44,0.0,406.32,,,,
CMD000388,2024-08-21,C01018,S004,En cours,1222.59,P00148,7,9.32,10.0,58.72,,,,
CMD000388,2024-08-21,C01018,S004,En cours,1222.59,P00099,4,82.8,0.0,331.2,,,,
CMD000388,2024-08-21,C01018,S004,En cours,1222.59,P00088,9,11.57,10.0,93.72,,,,
CMD000391,2025-08-19,C00619,S005,Annulée,894.5,P00068,5,114.13,0.0,570.65,,,,
CMD000391,2025-08-19,C00619,S005,Annulée,894.5,P00062,5,64.77,0.0,323.85,,,,
CMD000394,2025-11-28,C01051,S004,Livrée,2490.92,P00126,5,136.31,0.0,681.55,F000394,2025-11-29,2989.1,Payée
CMD000394,2025-11-28,C01051,S004,Livrée,2490.92,P00024,4,108.41,0.0,433.64,F000394,2025-11-29,2989.1,Payée
CMD000394,2025-11-28,C01051,S004,Livrée,2490.92,P00015,10,133.92,10.0,1205.28,F000394,2025-11-29,2989.1,Payée
CMD000394,2025-11-28,C01051,S004,Livrée,2490.92,P00056,5,34.09,0.0,170.45,F000394,2025-11-29,2989.1,Payée
CMD000395,2024-02-07,C00448,S001,Annulée,59.6,P00069,7,9.46,10.0,59.6,,,,
CMD000397,2025-02-01,C00753,S005,En cours,1333.96,P00119,2,110.08,0.0,220.16,,,,
CMD000397,2025-02-01,C00753,S005,En cours,1333.96,P00048,12,25.93,10.0,280.04,,,,
CMD000397,2025-02-01,C00753,S005,En cours,1333.96,P00129,12,77.2,10.0,833.76,,,,
CMD000399,2025-12-12,C01094,S004,Livrée,1206.72,P00133,1,73.37,0.0,73.37,F000399,2025-12-13,1448.06,Payée
CMD000399,2025-12-12,C01094,S004,Livrée,1206.72,P00062,4,64.77,0.0,259.08,F000399,2025-12-13,1448.06,Payée
CMD000399,2025-12-12,C01094,S004,Livrée,1206.72,P00150,7,122.36,10.0,770.87,F000399,2025-12-13,1448.06,Payée
CMD000399,2025-12-12,C01094,S004,Livrée,1206.72,P00009,1,103.4,0.0,103.4,F000399,2025-12-13,1448.06,Payée
CMD000400,2024-02-20,C00400,S004,Annulée,2033.85,P00023,1,106.59,0.0,106.59,,,,
CMD000400,2024-02-20,C00400,S004,Annulée,2033.85,P00080,6,96.09,10.0,518.89,,,,
CMD000400,2024-02-20,C00400,S004,Annulée,2033.85,P00011,5,79.28,0.0,396.4,,,,
CMD000400,2024-02-20,C00400,S004,Annulée,2033.85,P00075,4,120.11,0.0,480.44,,,,
CMD000400,2024-02-20,C00400,S004,Annulée,2033.85,P00105,11,53.69,10.0,531.53,,,,
CMD000401,2024-08-01,C01057,S001,Livrée,1496.87,P00113,8,63.05,10.0,453.96,F000401,2024-08-02,1796.24,Payée
CMD000401,2024-08-01,C01057,S001,Livrée,1496.87,P00052,3,92.97,0.0,278.91,F000401,2024-08-02,1796.24,Payée
CMD000401,2024-08-01,C01057,S001,Livrée,1496.87,P00048,5,25.93,0.0,129.65,F000401,2024-08-02,1796.24,Payée
CMD000401,2024-08-01,C01057,S001,Livrée,1496.87,P00084,7,100.69,10.0,634.35,F000401,2024-08-02,1796.24,Payée
CMD000404,2025-07-07,C00244,S002,Annulée,555.6,P00104,7,88.19,10.0,555.6,,,,
CMD000405,2024-03-13,C01092,S005,En cours,1951.77,P00040,10,107.5,10.0,967.5,,,,
CMD000405,2024-03-13,C01092,S005,En cours,1951.77,P00090,6,145.85,10.0,787.59,,,,
CMD000405,2024-03-13,C01092,S005,En cours,1951.77,P00031,2,98.34,0.0,196.68,,,,
CMD000407,2024-11-26,C00573,S005,Annulée,1173.26,P00013,9,114.16,10.0,924.7,,,,
CMD000407,2024-11-26,C00573,S005,Annulée,1173.26,P00107,6,46.03,10.0,248.56,,,,
CMD000408,2024-11-18,C01094,S001,Livrée,1260.99,P00094,10,140.11,10.0,1260.99,F000408,2024-11-19,1513.19,Payée
CMD000412,2024-05-17,C00844,S005,Livrée,1569.32,P00141,4,146.29,0.0,585.16,F000412,2024-05-18,1883.18,Payée
CMD000412,2024-05-17,C00844,S005,Livrée,1569.32,P00102,9,92.69,10.0,750.79,F000412,2024-05-18,1883.18,Payée
CMD000412,2024-05-17,C00844,S005,Livrée,1569.32,P00048,10,25.93,10.0,233.37,F000412,2024-05-18,1883.18,Payée
CMD000414,2025-07-03,C00150,S001,Annulée,1040.08,P00020,2,109.59,0.0,219.18,,,,
CMD000414,2025-07-03,C00150,S001,Annulée,1040.08,P00140,2,14.56,0.0,29.12,,,,
CMD000414,2025-07-03,C00150,S001,Annulée,1040.08,P00016,9,97.75,10.0,791.77,,,,
CMD000417,2025-10-11,C01067,S002,En cours,1117.37,P00083,9,58.57,10.0,474.42,,,,
CMD000417,2025-10-11,C01067,S002,En cours,1117.37,P00092,12,39.21,10.0,423.47,,,,
CMD000417,2025-10-11,C01067,S002,En cours,1117.37,P00036,5,8.85,0.0,44.25,,,,
CMD000417,2025-10-11,C01067,S002,En cours,1117.37,P00136,11,17.7,10.0,175.23,,,,
CMD000420,2025-04-26,C00684,S005,Livrée,2538.23,P00047,7,114.63,10.0,722.17,F000420,2025-04-27,3045.88,En attente
CMD000420,2025-04-26,C00684,S005,Livrée,2538.23,P00109,5,54.33,0.0,271.65,F000420,2025-04-27,3045.88,En attente
CMD000420,2025-04-26,C00684,S005,Livrée,2538.23,P00081,2,49.93,0.0,99.86,F000420,2025-04-27,3045.88,En attente
CMD000420,2025-04-26,C00684,S005,Livrée,2538.23,P00035,7,61.02,10.0,384.43,F000420,2025-04-27,3045.88,En attente
CMD000420,2025-04-26,C00684,S005,Livrée,2538.23,P00145,9,130.88,10.0,1060.13,F000420,2025-04-27,3045.88,En attente
CMD000424,2024-06-07,C00773,S002,Livrée,1138.38,P00073,4,94.55,0.0,378.2,F000424,2024-06-08,1366.06,Payée
CMD000424,2024-06-07,C00773,S002,Livrée,1138.38,P00055,12,5.52,10.0,59.62,F000424,2024-06-08,1366.06,Payée
CMD000424,2024-06-07,C00773,S002,Livrée,1138.38,P00009,1,103.4,0.0,103.4,F000424,2024-06-08,1366.06,Payée
CMD000424,2024-06-07,C00773,S002,Livrée,1138.38,P00057,8,82.94,10.0,597.17,F000424,2024-06-08,1366.06,Payée
CMD000429,2025-07-14,C00178,S004,En cours,352.29,P00137,3,59.02,0.0,177.06,,,,
CMD000429,2025-07-14,C00178,S004,En cours,352.29,P00136,11,17.7,10.0,175.23,,,,
CMD000430,2025-12-24,C00045,S004,Annulée,3518.89,P00119,11,110.08,10.0,1089.79,,,,
CMD000430,2025-12-24,C00045,S004,Annulée,3518.89,P00111,12,135.72,10.0,1465.78,,,,
CMD000430,2025-12-24,C00045,S004,Annulée,3518.89,P00098,9,112.61,10.0,912.14,,,,
CMD000430,2025-12-24,C00045,S004,Annulée,3518.89,P00131,2,25.59,0.0,51.18,,,,
CMD000431,2024-04-12,C00995,S005,En cours,1495.79,P00120,11,30.83,10.0,305.22,,,,
CMD000431,2024-04-12,C00995,S005,En cours,1495.79,P00026,12,50.55,10.0,545.94,,,,
CMD000431,2024-04-12,C00995,S005,En cours,1495.79,P00081,3,49.93,0.0,149.79,,,,
CMD000431,2024-04-12,C00995,S005,En cours,1495.79,P00062,8,64.77,10.0,466.34,,,,
CMD000431,2024-04-12,C00995,S005,En cours,1495.79,P00101,3,9.5,0.0,28.5,,,,
CMD000432,2024-08-26,C01077,S001,Annulée,85.0,P00134,12,7.87,10.0,85.0,,,,
CMD000433,2025-03-17,C01048,S004,En cours,417.26,P00008,2,110.09,0.0,220.18,,,,
CMD000433,2025-03-17,C01048,S004,En cours,417.26,P00096,3,25.37,0.0,76.11,,,,
CMD000433,2025-03-17,C01048,S004,En cours,417.26,P00018,12,5.64,10.0,60.91,,,,
CMD000433,2025-03-17,C01048,S004,En cours,417.26,P00017,2,30.03,0.0,60.06,,,,
CMD000434,2025-11-12,C00592,S004,En cours,1149.64,P00061,10,85.31,10.0,767.79,,,,
CMD000434,2025-11-12,C00592,S004,En cours,1149.64,P00112,1,99.54,0.0,99.54,,,,
CMD000434,2025-11-12,C00592,S004,En cours,1149.64,P00092,8,39.21,10.0,282.31,,,,
CMD000436,2024-12-20,C00581,S001,Livrée,2389.22,P00135,4,12.58,0.0,50.32,F000436,2024-12-21,2867.07,Payée
CMD000436,2024-12-20,C00581,S001,Livrée,2389.22,P00037,7,70.69,10.0,445.35,F000436,2024-12-21,2867.07,Payée
CMD000436,2024-12-20,C00581,S001,Livrée,2389.22,P00118,11,80.42,10.0,796.16,F000436,2024-12-21,2867.07,Payée
CMD000436,2024-12-20,C00581,S001,Livrée,2389.22,P00120,2,30.83,0.0,61.66,F000436,2024-12-21,2867.07,Payée
CMD000436,2024-12-20,C00581,S001,Livrée,2389.22,P00025,11,104.62,10.0,1035.74,F000436,2024-12-21,2867.07,Payée
CMD000441,2024-01-12,C00712,S002,Annulée,251.57,P00148,4,9.32,0.0,37.28,,,,
CMD000441,2024-01-12,C00712,S002,Annulée,251.57,P00032,3,71.43,0.0,214.29,,,,
CMD000443,2025-04-23,C00280,S002,Annulée,904.36,P00012,8,39.87,10.0,287.06,,,,
CMD000443,2025-04-23,C00280,S002,Annulée,904.36,P00150,4,122.36,0.0,489.44,,,,
CMD000443,2025-04-23,C00280,S002,Annulée,904.36,P00086,2,63.93,0.0,127.86,,,,
CMD000445,2024-11-27,C00277,S002,En cours,1854.94,P00121,6,128.01,10.0,691.25,,,,
CMD000445,2024-11-27,C00277,S002,En cours,1854.94,P00127,12,72.29,10.0,780.73,,,,
CMD000445,2024-11-27,C00277,S002,En cours,1854.94,P00072,1,55.34,0.0,55.34,,,,
CMD000445,2024-11-27,C00277,S002,En cours,1854.94,P00039,6,60.67,10.0,327.62,,,,
CMD000446,2024-12-28,C00643,S001,Livrée,857.4,P00029,2,59.45,0.0,118.9,F000446,2024-12-29,1028.88,Payée
CMD000446,2024-12-28,C00643,S001,Livrée,857.4,P00122,1,23.18,0.0,23.18,F000446,2024-12-29,1028.88,Payée
CMD000446,2024-12-28,C00643,S001,Livrée,857.4,P00021,10,79.48,10.0,715.32,F000446,2024-12-29,1028.88,Payée
CMD000449,2024-09-08,C00600,S001,Livrée,3991.02,P00015,7,133.92,10.0,843.7,F000449,2024-09-09,4789.23,Payée
CMD000449,2024-09-08,C00600,S001,Livrée,3991.02,P00020,5,109.59,0.0,547.95,F000449,2024-09-09,4789.23,Payée
CMD000449,2024-09-08,C00600,S001,Livrée,3991.02,P00010,1,99.15,0.0,99.15,F000449,2024-09-09,4789.23,Payée
CMD000449,2024-09-08,C00600,S001,Livrée,3991.02,P00013,12,114.16,10.0,1232.93,F000449,2024-09-09,4789.23,Payée
CMD000449,2024-09-08,C00600,S001,Livrée,3991.02,P00121,11,128.01,10.0,1267.3,F000449,2024-09-09,4789.23,Payée
CMD000450,2025-01-13,C00245,S005,En cours,280.64,P00063,4,70.16,0.0,280.64,,,,
CMD000453,2025-06-10,C00211,S005,Livrée,973.57,P00031,11,98.34,10.0,973.57,F000453,2025-06-11,1168.28,Payée
CMD000457,2026-01-08,C00865,S002,En cours,1934.57,P00076,12,57.5,10.0,621.0,,,,
CMD000457,2026-01-08,C00865,S002,En cours,1934.57,P00025,6,104.62,10.0,564.95,,,,
CMD000457,2026-01-08,C00865,S002,En cours,1934.57,P00148,7,9.32,10.0,58.72,,,,
CMD000457,2026-01-08,C00865,S002,En cours,1934.57,P00142,6,127.76,10.0,689.9,,,,
CMD000458,2025-06-05,C00030,S005,Livrée,319.35,P00036,2,8.85,0.0,17.7,F000458,2025-06-06,383.22,Payée
CMD000458,2025-06-05,C00030,S005,Livrée,319.35,P00130,3,98.67,0.0,296.01,F000458,2025-06-06,383.22,Payée
CMD000458,2025-06-05,C00030,S005,Livrée,319.35,P00018,1,5.64,0.0,5.64,F000458,2025-06-06,383.22,Payée
CMD000459,2025-07-10,C00901,S003,En cours,1758.19,P00099,10,82.8,10.0,745.2,,,,
CMD000459,2025-07-10,C00901,S003,En cours,1758.19,P00125,2,51.68,0.0,103.36,,,,
CMD000459,2025-07-10,C00901,S003,En cours,1758.19,P00105,7,53.69,10.0,338.25,,,,
CMD000459,2025-07-10,C00901,S003,En cours,1758.19,P00124,3,77.31,0.0,231.93,,,,
CMD000459,2025-07-10,C00901,S003,En cours,1758.19,P00046,5,67.89,0.0,339.45,,,,
CMD000460,2024-08-07,C00329,S004,Annulée,2174.7,P00100,11,19.07,10.0,188.79,,,,
CMD000460,2024-08-07,C00329,S004,Annulée,2174.7,P00015,12,133.92,10.0,1446.34,,,,
CMD000460,2024-08-07,C00329,S004,Annulée,2174.7,P00001,12,49.96,10.0,539.57,,,,
CMD000461,2024-09-09,C00972,S004,Annulée,879.06,P00055,1,5.52,0.0,5.52,,,,
CMD000461,2024-09-09,C00972,S004,Annulée,879.06,P00085,5,62.35,0.0,311.75,,,,
CMD000461,2024-09-09,C00972,S004,Annulée,879.06,P00059,6,60.52,10.0,326.81,,,,
CMD000461,2024-09-09,C00972,S004,Annulée,879.06,P00115,5,19.27,0.0,96.35,,,,
CMD000461,2024-09-09,C00972,S004,Annulée,879.06,P00146,1,138.63,0.0,138.63,,,,
CMD000463,2025-04-01,C00397,S005,En cours,756.49,P00120,3,30.83,0.0,92.49,,,,
CMD000463,2025-04-01,C00397,S005,En cours,756.49,P00125,4,51.68,0.0,206.72,,,,
CMD000463,2025-04-01,C00397,S005,En cours,756.49,P00092,2,39.21,0.0,78.42,,,,
CMD000463,2025-04-01,C00397,S005,En cours,756.49,P00063,6,70.16,10.0,378.86,,,,
CMD000464,2024-07-03,C00452,S001,Annulée,403.06,P00116,2,107.65,0.0,215.3,,,,
CMD000464,2024-07-03,C00452,S001,Annulée,403.06,P00122,9,23.18,10.0,187.76,,,,
CMD000466,2024-04-07,C01159,S005,En cours,134.25,P00128,6,21.33,10.0,115.18,,,,
CMD000466,2024-04-07,C01159,S005,En cours,134.25,P00100,1,19.07,0.0,19.07,,,,
CMD000467,2025-07-02,C01105,S001,En cours,2024.46,P00079,5,67.76,0.0,338.8,,,,
CMD000467,2025-07-02,C01105,S001,En cours,2024.46,P00135,3,12.58,0.0,37.74,,,,
CMD000467,2025-07-02,C01105,S001,En cours,2024.46,P00119,6,110.08,10.0,594.43,,,,
CMD000467,2025-07-02,C01105,S001,En cours,2024.46,P00060,8,106.28,10.0,765.22,,,,
CMD000467,2025-07-02,C01105,S001,En cours,2024.46,P00080,3,96.09,0.0,288.27,,,,
CMD000468,2025-12-30,C01171,S001,Livrée,2976.3,P00100,4,19.07,0.0,76.28,F000468,2025-12-31,3571.56,Payée
CMD000468,2025-12-30,C01171,S001,Livrée,2976.3,P00111,8,135.72,10.0,977.18,F000468,2025-12-31,3571.56,Payée
CMD000468,2025-12-30,C01171,S001,Livrée,2976.3,P00022,9,70.97,10.0,574.86,F000468,2025-12-31,3571.56,Payée
CMD000468,2025-12-30,C01171,S001,Livrée,2976.3,P00005,11,124.98,10.0,1237.3,F000468,2025-12-31,3571.56,Payée
CMD000468,2025-12-30,C01171,S001,Livrée,2976.3,P00072,2,55.34,0.0,110.68,F000468,2025-12-31,3571.56,Payée
CMD000470,2025-03-05,C00929,S004,Annulée,1710.55,P00002,4,149.1,0.0,596.4,,,,
CMD000470,2025-03-05,C00929,S004,Annulée,1710.55,P00150,9,122.36,10.0,991.12,,,,
CMD000470,2025-03-05,C00929,S004,Annulée,1710.55,P00123,5,19.47,0.0,97.35,,,,
CMD000470,2025-03-05,C00929,S004,Annulée,1710.55,P00067,2,12.84,0.0,25.68,,,,
CMD000471,2024-05-13,C00977,S002,Annulée,172.5,P00076,3,57.5,0.0,172.5,,,,
CMD000473,2025-11-22,C00565,S002,En cours,446.93,P00101,4,9.5,0.0,38.0,,,,
CMD000473,2025-11-22,C00565,S002,En cours,446.93,P00126,3,136.31,0.0,408.93,,,,
CMD000475,2024-01-20,C01007,S005,Livrée,1366.09,P00035,5,61.02,0.0,305.1,F000475,2024-01-21,1639.31,Payée
CMD000475,2024-01-20,C01007,S005,Livrée,1366.09,P00131,12,25.59,10.0,276.37,F000475,2024-01-21,1639.31,Payée
CMD000475,2024-01-20,C01007,S005,Livrée,1366.09,P00096,6,25.37,10.0,137.0,F000475,2024-01-21,1639.31,Payée
CMD000475,2024-01-20,C01007,S005,Livrée,1366.09,P00073,2,94.55,0.0,189.1,F000475,2024-01-21,1639.31,Payée
CMD000475,2024-01-20,C01007,S005,Livrée,1366.09,P00047,4,114.63,0.0,458.52,F000475,2024-01-21,1639.31,Payée
CMD000479,2025-09-21,C01133,S005,Livrée,2212.38,P00092,3,39.21,0.0,117.63,F000479,2025-09-22,2654.86,Payée
CMD000479,2025-09-21,C01133,S005,Livrée,2212.38,P00135,10,12.58,10.0,113.22,F000479,2025-09-22,2654.86,Payée
CMD000479,2025-09-21,C01133,S005,Livrée,2212.38,P00010,8,99.15,10.0,713.88,F000479,2025-09-22,2654.86,Payée
CMD000479,2025-09-21,C01133,S005,Livrée,2212.38,P00142,10,127.76,10.0,1149.84,F000479,2025-09-22,2654.86,Payée
CMD000479,2025-09-21,C01133,S005,Livrée,2212.38,P00034,11,11.9,10.0,117.81,F000479,2025-09-22,2654.86,Payée
CMD000481,2024-01-27,C00716,S004,Annulée,2818.77,P00121,10,128.01,10.0,1152.09,,,,
CMD000481,2024-01-27,C00716,S004,Annulée,2818.77,P00014,3,70.09,0.0,210.27,,,,
CMD000481,2024-01-27,C00716,S004,Annulée,2818.77,P00031,12,98.34,10.0,1062.07,,,,
CMD000481,2024-01-27,C00716,S004,Annulée,2818.77,P00132,3,13.63,0.0,40.89,,,,
CMD000481,2024-01-27,C00716,S004,Annulée,2818.77,P00037,5,70.69,0.0,353.45,,,,
CMD000482,2024-12-31,C01073,S004,Livrée,513.43,P00011,6,79.28,10.0,428.11,F000482,2025-01-01,616.12,Payée
CMD000482,2024-12-31,C01073,S004,Livrée,513.43,P00128,4,21.33,0.0,85.32,F000482,2025-01-01,616.12,Payée
CMD000484,2024-10-26,C00702,S004,Livrée,477.34,P00138,6,7.74,10.0,41.8,F000484,2024-10-27,572.81,Payée
CMD000484,2024-10-26,C00702,S004,Livrée,477.34,P00110,2,32.12,0.0,64.24,F000484,2024-10-27,572.81,Payée
CMD000484,2024-10-26,C00702,S004,Livrée,477.34,P00030,3,92.53,0.0,277.59,F000484,2024-10-27,572.81,Payée
CMD000484,2024-10-26,C00702,S004,Livrée,477.34,P00088,9,11.57,10.0,93.72,F000484,2024-10-27,572.81,Payée
CMD000489,2024-12-13,C00307,S001,En cours,1211.5,P00041,2,113.92,0.0,227.84,,,,
CMD000489,2024-12-13,C00307,S001,En cours,1211.5,P00038,6,56.86,10.0,307.04,,,,
CMD000489,2024-12-13,C00307,S001,En cours,1211.5,P00006,7,107.4,10.0,676.62,,,,
CMD000490,2024-01-28,C00666,S002,Livrée,225.13,P00128,3,21.33,0.0,63.99,F000490,2024-01-29,270.16,Payée
CMD000490,2024-01-28,C00666,S002,Livrée,225.13,P00051,1,124.18,0.0,124.18,F000490,2024-01-29,270.16,Payée
CMD000490,2024-01-28,C00666,S002,Livrée,225.13,P00071,1,36.96,0.0,36.96,F000490,2024-01-29,270.16,Payée
CMD000491,2024-03-29,C00695,S004,Livrée,1744.27,P00139,5,78.52,0.0,392.6,F000491,2024-03-30,2093.13,Payée
CMD000491,2024-03-29,C00695,S004,Livrée,1744.27,P00111,8,135.72,10.0,977.18,F000491,2024-03-30,2093.13,Payée
CMD000491,2024-03-29,C00695,S004,Livrée,1744.27,P00033,3,124.83,0.0,374.49,F000491,2024-03-30,2093.13,Payée
CMD000493,2024-10-20,C01093,S001,En cours,793.97,P00051,4,124.18,0.0,496.72,,,,
CMD000493,2024-10-20,C01093,S001,En cours,793.97,P00029,5,59.45,0.0,297.25,,,,
CMD000495,2024-08-26,C00466,S003,Annulée,295.02,P00031,3,98.34,0.0,295.02,,,,
CMD000496,2025-11-12,C00430,S001,Annulée,1881.39,P00037,12,70.69,10.0,763.45,,,,
CMD000496,2025-11-12,C00430,S001,Annulée,1881.39,P00130,9,98.67,10.0,799.23,,,,
CMD000496,2025-11-12,C00430,S001,Annulée,1881.39,P00137,6,59.02,10.0,318.71,,,,
CMD000497,2024-11-07,C00869,S003,En cours,1335.64,P00109,12,54.33,10.0,586.76,,,,
CMD000497,2024-11-07,C00869,S003,En cours,1335.64,P00100,8,19.07,10.0,137.3,,,,
CMD000497,2024-11-07,C00869,S003,En cours,1335.64,P00088,8,11.57,10.0,83.3,,,,
CMD000497,2024-11-07,C00869,S003,En cours,1335.64,P00133,8,73.37,10.0,528.26,,,,
CMD000498,2025-08-13,C00397,S002,En cours,582.93,P00062,10,64.77,10.0,582.93,,,,
CMD000503,2024-01-16,C00686,S002,En cours,3131.02,P00091,10,125.01,10.0,1125.09,,,,
CMD000503,2024-01-16,C00686,S002,En cours,3131.02,P00089,12,47.82,10.0,516.46,,,,
CMD000503,2024-01-16,C00686,S002,En cours,3131.02,P00098,9,112.61,10.0,912.14,,,,
CMD000503,2024-01-16,C00686,S002,En cours,3131.02,P00093,3,145.77,0.0,437.31,,,,
CMD000503,2024-01-16,C00686,S002,En cours,3131.02,P00048,6,25.93,10.0,140.02,,,,
CMD000506,2025-09-16,C00812,S003,En cours,2085.34,P00021,4,79.48,0.0,317.92,,,,
CMD000506,2025-09-16,C00812,S003,En cours,2085.34,P00115,4,19.27,0.0,77.08,,,,
CMD000506,2025-09-16,C00812,S003,En cours,2085.34,P00094,7,140.11,10.0,882.69,,,,
CMD000506,2025-09-16,C00812,S003,En cours,2085.34,P00117,9,99.71,10.0,807.65,,,,
CMD000507,2024-12-01,C01128,S004,Annulée,852.19,P00103,8,78.07,10.0,562.1,,,,
CMD000507,2024-12-01,C01128,S004,Annulée,852.19,P00028,8,40.29,10.0,290.09,,,,
CMD000508,2025-04-26,C00203,S001,Livrée,980.99,P00028,11,40.29,10.0,398.87,F000508,2025-04-27,1177.19,Payée
CMD000508,2025-04-26,C00203,S001,Livrée,980.99,P00146,4,138.63,0.0,554.52,F000508,2025-04-27,1177.19,Payée
CMD000508,2025-04-26,C00203,S001,Livrée,980.99,P00055,5,5.52,0.0,27.6,F000508,2025-04-27,1177.19,Payée
CMD000509,2024-10-24,C01029,S004,Annulée,114.84,P00019,2,57.42,0.0,114.84,,,,
CMD000514,2024-11-11,C00999,S005,Livrée,862.74,P00092,12,39.21,10.0,423.47,F000514,2024-11-12,1035.29,Payée
CMD000514,2024-11-11,C00999,S005,Livrée,862.74,P00065,3,97.66,0.0,292.98,F000514,2024-11-12,1035.29,Payée
CMD000514,2024-11-11,C00999,S005,Livrée,862.74,P00141,1,146.29,0.0,146.29,F000514,2024-11-12,1035.29,Payée
CMD000515,2025-09-11,C00264,S002,Annulée,1147.01,P00070,7,142.11,10.0,895.29,,,,
CMD000515,2025-09-11,C00264,S002,Annulée,1147.01,P00077,3,63.08,0.0,189.24,,,,
CMD000515,2025-09-11,C00264,S002,Annulée,1147.01,P00088,6,11.57,10.0,62.48,,,,
CMD000517,2025-07-07,C00008,S003,En cours,1674.13,P00038,8,56.86,10.0,409.39,,,,
CMD000517,2025-07-07,C00008,S003,En cours,1674.13,P00019,11,57.42,10.0,568.46,,,,
CMD000517,2025-07-07,C00008,S003,En cours,1674.13,P00123,8,19.47,10.0,140.18,,,,
CMD000517,2025-07-07,C00008,S003,En cours,1674.13,P00034,6,11.9,10.0,64.26,,,,
CMD000517,2025-07-07,C00008,S003,En cours,1674.13,P00103,7,78.07,10.0,491.84,,,,
CMD000519,2024-03-20,C00954,S002,En cours,1324.85,P00113,7,63.05,10.0,397.21,,,,
CMD000519,2024-03-20,C00954,S002,En cours,1324.85,P00102,1,92.69,0.0,92.69,,,,
CMD000519,2024-03-20,C00954,S002,En cours,1324.85,P00124,12,77.31,10.0,834.95,,,,
CMD000520,2025-12-15,C00842,S001,En cours,287.5,P00076,5,57.5,0.0,287.5,,,,
CMD000522,2024-07-29,C00171,S003,En cours,827.79,P00144,7,116.53,10.0,734.14,,,,
CMD000522,2024-07-29,C00171,S003,En cours,827.79,P00069,11,9.46,10.0,93.65,,,,
CMD000524,2024-10-19,C00430,S001,Livrée,570.73,P00063,4,70.16,0.0,280.64,F000524,2024-10-20,684.87,Payée
CMD000524,2024-10-19,C00430,S001,Livrée,570.73,P00028,8,40.29,10.0,290.09,F000524,2024-10-20,684.87,Payée
CMD000525,2024-10-19,C00763,S001,Livrée,1745.04,P00082,8,19.62,10.0,141.26,F000525,2024-10-20,2094.05,Payée
